income,labour,national,act,actRebate,tpm,top,greens
0,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1000,0.105,0.105,0.175,0.175,0.000,0.000,0.000
2000,0.105,0.105,0.175,0.175,0.000,0.000,0.000
3000,0.105,0.105,0.175,0.148,0.000,0.000,0.000
4000,0.105,0.105,0.175,0.135,0.000,0.000,0.000
5000,0.105,0.105,0.175,0.127,0.000,0.000,0.000
6000,0.105,0.105,0.175,0.122,0.000,0.000,0.000
7000,0.105,0.105,0.175,0.118,0.000,0.000,0.000
8000,0.105,0.105,0.175,0.115,0.000,0.000,0.000
9000,0.105,0.105,0.175,0.113,0.000,0.000,0.000
10000,0.105,0.105,0.175,0.111,0.000,0.000,0.000
11000,0.105,0.105,0.175,0.110,0.000,0.000,0.015
12000,0.105,0.105,0.175,0.108,0.000,0.000,0.028
13000,0.105,0.105,0.175,0.113,0.000,0.000,0.039
14000,0.105,0.105,0.175,0.118,0.000,0.000,0.049
15000,0.110,0.105,0.175,0.122,0.000,0.000,0.057
16000,0.114,0.107,0.175,0.125,0.000,0.013,0.064
17000,0.117,0.111,0.175,0.128,0.000,0.024,0.070
18000,0.121,0.114,0.175,0.131,0.000,0.033,0.076
19000,0.123,0.118,0.175,0.133,0.000,0.042,0.081
20000,0.126,0.120,0.175,0.135,0.000,0.050,0.085
21000,0.128,0.123,0.175,0.137,0.000,0.057,0.089
22000,0.130,0.125,0.175,0.139,0.000,0.064,0.093
23000,0.132,0.128,0.175,0.140,0.000,0.070,0.096
24000,0.134,0.130,0.175,0.142,0.000,0.075,0.099
25000,0.136,0.131,0.175,0.143,0.000,0.080,0.102
26000,0.137,0.133,0.175,0.144,0.000,0.085,0.105
27000,0.139,0.135,0.175,0.145,0.000,0.089,0.107
28000,0.140,0.136,0.175,0.146,0.000,0.093,0.109
29000,0.141,0.137,0.175,0.147,0.000,0.097,0.111
30000,0.142,0.139,0.175,0.148,0.000,0.100,0.113
31000,0.143,0.140,0.175,0.149,0.005,0.103,0.115
32000,0.144,0.141,0.175,0.150,0.009,0.106,0.117
33000,0.145,0.142,0.175,0.151,0.014,0.109,0.118
34000,0.146,0.143,0.175,0.151,0.018,0.112,0.120
35000,0.147,0.144,0.175,0.152,0.021,0.114,0.121
36000,0.148,0.145,0.175,0.153,0.025,0.117,0.123
37000,0.149,0.145,0.175,0.153,0.028,0.119,0.124
38000,0.149,0.146,0.175,0.154,0.032,0.121,0.125
39000,0.150,0.147,0.175,0.154,0.035,0.123,0.126
40000,0.150,0.148,0.175,0.155,0.037,0.125,0.128
41000,0.151,0.148,0.175,0.155,0.040,0.127,0.129
42000,0.152,0.149,0.175,0.156,0.043,0.129,0.130
43000,0.152,0.150,0.175,0.156,0.045,0.130,0.130
44000,0.153,0.150,0.175,0.157,0.048,0.132,0.131
45000,0.153,0.151,0.175,0.157,0.050,0.133,0.132
46000,0.154,0.151,0.175,0.158,0.052,0.135,0.133
47000,0.154,0.152,0.175,0.158,0.054,0.136,0.134
48000,0.155,0.152,0.175,0.158,0.056,0.138,0.135
49000,0.158,0.153,0.175,0.160,0.058,0.139,0.135
50000,0.160,0.153,0.175,0.162,0.060,0.140,0.136
51000,0.163,0.154,0.175,0.164,0.062,0.141,0.139
52000,0.166,0.154,0.175,0.166,0.063,0.142,0.142
53000,0.168,0.154,0.175,0.167,0.065,0.143,0.145
54000,0.171,0.156,0.175,0.169,0.067,0.144,0.148
55000,0.173,0.159,0.175,0.171,0.068,0.145,0.151
56000,0.175,0.161,0.175,0.172,0.070,0.146,0.154
57000,0.178,0.164,0.175,0.174,0.071,0.147,0.156
58000,0.180,0.166,0.175,0.175,0.072,0.148,0.159
59000,0.182,0.168,0.175,0.175,0.074,0.149,0.161
60000,0.184,0.170,0.175,0.175,0.075,0.150,0.163
61000,0.186,0.172,0.175,0.175,0.079,0.151,0.166
62000,0.187,0.175,0.175,0.175,0.083,0.152,0.168
63000,0.189,0.177,0.175,0.175,0.087,0.152,0.170
64000,0.191,0.178,0.175,0.175,0.091,0.153,0.172
65000,0.193,0.180,0.175,0.175,0.095,0.154,0.174
66000,0.194,0.182,0.175,0.175,0.098,0.155,0.176
67000,0.196,0.184,0.175,0.175,0.102,0.155,0.178
68000,0.197,0.186,0.175,0.175,0.105,0.156,0.179
69000,0.199,0.187,0.175,0.175,0.108,0.157,0.181
70000,0.200,0.189,0.175,0.175,0.111,0.157,0.183
71000,0.202,0.190,0.176,0.176,0.115,0.158,0.185
72000,0.204,0.192,0.178,0.178,0.117,0.158,0.186
73000,0.206,0.193,0.179,0.179,0.120,0.159,0.188
74000,0.207,0.195,0.181,0.181,0.123,0.159,0.189
75000,0.209,0.196,0.182,0.182,0.126,0.160,0.191
76000,0.211,0.198,0.183,0.183,0.129,0.161,0.193
77000,0.212,0.199,0.185,0.185,0.131,0.161,0.195
78000,0.214,0.200,0.186,0.186,0.134,0.162,0.197
79000,0.215,0.202,0.187,0.187,0.136,0.162,0.199
80000,0.216,0.203,0.188,0.188,0.139,0.163,0.201
81000,0.218,0.205,0.189,0.189,0.141,0.165,0.202
82000,0.219,0.207,0.190,0.190,0.143,0.167,0.204
83000,0.221,0.208,0.191,0.191,0.146,0.169,0.206
84000,0.222,0.209,0.193,0.193,0.148,0.171,0.208
85000,0.223,0.211,0.194,0.194,0.150,0.174,0.209
86000,0.224,0.212,0.195,0.195,0.152,0.176,0.211
87000,0.226,0.214,0.196,0.196,0.154,0.178,0.213
88000,0.227,0.215,0.196,0.196,0.156,0.180,0.214
89000,0.228,0.216,0.197,0.197,0.158,0.181,0.216
90000,0.229,0.218,0.198,0.198,0.160,0.183,0.217
91000,0.230,0.219,0.199,0.199,0.163,0.185,0.219
92000,0.231,0.220,0.200,0.200,0.165,0.187,0.220
93000,0.232,0.221,0.201,0.201,0.167,0.189,0.222
94000,0.233,0.222,0.202,0.202,0.170,0.190,0.223
95000,0.234,0.223,0.203,0.203,0.172,0.192,0.224
96000,0.235,0.225,0.203,0.203,0.174,0.194,0.226
97000,0.236,0.226,0.204,0.204,0.177,0.195,0.227
98000,0.237,0.227,0.205,0.205,0.179,0.197,0.228
99000,0.238,0.228,0.206,0.206,0.181,0.198,0.229
100000,0.239,0.229,0.206,0.206,0.183,0.200,0.231
101000,0.240,0.230,0.207,0.207,0.185,0.201,0.232
102000,0.241,0.231,0.208,0.208,0.187,0.203,0.233
103000,0.242,0.232,0.209,0.209,0.189,0.204,0.234
104000,0.243,0.233,0.209,0.209,0.191,0.206,0.235
105000,0.244,0.234,0.210,0.210,0.193,0.207,0.236
106000,0.244,0.235,0.211,0.211,0.195,0.208,0.237
107000,0.245,0.235,0.211,0.211,0.197,0.210,0.238
108000,0.246,0.236,0.212,0.212,0.198,0.211,0.239
109000,0.247,0.237,0.213,0.213,0.200,0.212,0.240
110000,0.247,0.238,0.213,0.213,0.202,0.214,0.241
111000,0.248,0.239,0.214,0.214,0.204,0.215,0.242
112000,0.249,0.240,0.214,0.214,0.205,0.216,0.243
113000,0.250,0.240,0.215,0.215,0.207,0.217,0.244
114000,0.250,0.241,0.216,0.216,0.208,0.218,0.245
115000,0.251,0.242,0.216,0.216,0.210,0.220,0.246
116000,0.252,0.243,0.217,0.217,0.212,0.221,0.247
117000,0.252,0.243,0.217,0.217,0.213,0.222,0.248
118000,0.253,0.244,0.218,0.218,0.215,0.223,0.249
119000,0.254,0.245,0.218,0.218,0.216,0.224,0.250
120000,0.254,0.246,0.219,0.219,0.217,0.225,0.250
121000,0.255,0.246,0.219,0.219,0.219,0.226,0.252
122000,0.256,0.247,0.220,0.220,0.220,0.227,0.253
123000,0.256,0.248,0.220,0.220,0.222,0.228,0.254
124000,0.257,0.248,0.221,0.221,0.223,0.229,0.255
125000,0.257,0.249,0.221,0.221,0.224,0.230,0.256
126000,0.258,0.250,0.222,0.222,0.226,0.231,0.257
127000,0.259,0.250,0.222,0.222,0.227,0.232,0.258
128000,0.259,0.251,0.223,0.223,0.228,0.233,0.259
129000,0.260,0.252,0.223,0.223,0.230,0.234,0.260
130000,0.260,0.252,0.223,0.223,0.231,0.235,0.261
131000,0.261,0.253,0.224,0.224,0.232,0.235,0.262
132000,0.261,0.253,0.224,0.224,0.233,0.236,0.263
133000,0.262,0.254,0.225,0.225,0.234,0.237,0.264
134000,0.262,0.254,0.225,0.225,0.236,0.238,0.265
135000,0.263,0.255,0.226,0.226,0.237,0.239,0.266
136000,0.263,0.256,0.226,0.226,0.238,0.240,0.267
137000,0.264,0.256,0.226,0.226,0.239,0.241,0.268
138000,0.264,0.257,0.227,0.227,0.240,0.241,0.269
139000,0.265,0.257,0.227,0.227,0.241,0.242,0.269
140000,0.265,0.258,0.228,0.228,0.242,0.243,0.270
141000,0.266,0.258,0.228,0.228,0.243,0.244,0.271
142000,0.266,0.259,0.228,0.228,0.244,0.244,0.272
143000,0.267,0.259,0.229,0.229,0.245,0.245,0.273
144000,0.267,0.260,0.229,0.229,0.246,0.246,0.274
145000,0.267,0.260,0.229,0.229,0.247,0.247,0.274
146000,0.268,0.261,0.230,0.230,0.248,0.247,0.275
147000,0.268,0.261,0.230,0.230,0.249,0.248,0.276
148000,0.269,0.262,0.230,0.230,0.250,0.249,0.277
149000,0.269,0.262,0.231,0.231,0.251,0.249,0.278
150000,0.269,0.263,0.231,0.231,0.252,0.250,0.278
151000,0.270,0.263,0.231,0.231,0.253,0.251,0.279
152000,0.270,0.263,0.232,0.232,0.254,0.251,0.280
153000,0.271,0.264,0.232,0.232,0.255,0.252,0.281
154000,0.271,0.264,0.232,0.232,0.256,0.253,0.281
155000,0.271,0.265,0.233,0.233,0.256,0.253,0.282
156000,0.272,0.265,0.233,0.233,0.257,0.254,0.283
157000,0.272,0.266,0.233,0.233,0.258,0.254,0.283
158000,0.273,0.266,0.233,0.233,0.259,0.255,0.284
159000,0.273,0.266,0.234,0.234,0.260,0.256,0.285
160000,0.273,0.267,0.234,0.234,0.261,0.256,0.285
161000,0.274,0.267,0.234,0.234,0.261,0.257,0.286
162000,0.274,0.268,0.235,0.235,0.262,0.257,0.287
163000,0.274,0.268,0.235,0.235,0.263,0.258,0.287
164000,0.275,0.268,0.235,0.235,0.264,0.259,0.288
165000,0.275,0.269,0.235,0.235,0.265,0.259,0.288
166000,0.275,0.269,0.236,0.236,0.265,0.260,0.289
167000,0.276,0.269,0.236,0.236,0.266,0.260,0.290
168000,0.276,0.270,0.236,0.236,0.267,0.261,0.290
169000,0.276,0.270,0.237,0.237,0.268,0.261,0.291
170000,0.277,0.270,0.237,0.237,0.268,0.262,0.291
171000,0.277,0.271,0.237,0.237,0.269,0.262,0.292
172000,0.277,0.271,0.237,0.237,0.270,0.263,0.293
173000,0.278,0.271,0.238,0.238,0.270,0.263,0.293
174000,0.278,0.272,0.238,0.238,0.271,0.264,0.294
175000,0.278,0.272,0.238,0.238,0.272,0.264,0.294
176000,0.278,0.272,0.238,0.238,0.272,0.265,0.295
177000,0.279,0.273,0.238,0.238,0.273,0.265,0.295
178000,0.279,0.273,0.239,0.239,0.274,0.266,0.296
179000,0.279,0.273,0.239,0.239,0.274,0.266,0.296
180000,0.280,0.274,0.239,0.239,0.275,0.267,0.297
181000,0.280,0.274,0.239,0.239,0.276,0.268,0.298
182000,0.281,0.275,0.240,0.240,0.277,0.268,0.299
183000,0.281,0.276,0.240,0.240,0.277,0.269,0.299
184000,0.282,0.276,0.240,0.240,0.278,0.270,0.300
185000,0.283,0.277,0.240,0.240,0.279,0.271,0.301
186000,0.283,0.278,0.240,0.240,0.280,0.272,0.302
187000,0.284,0.278,0.241,0.241,0.280,0.272,0.303
188000,0.284,0.279,0.241,0.241,0.281,0.273,0.303
189000,0.285,0.279,0.241,0.241,0.282,0.274,0.304
190000,0.285,0.280,0.241,0.241,0.283,0.275,0.305
191000,0.286,0.280,0.242,0.242,0.283,0.275,0.306
192000,0.286,0.281,0.242,0.242,0.284,0.276,0.307
193000,0.287,0.282,0.242,0.242,0.285,0.277,0.307
194000,0.288,0.282,0.242,0.242,0.285,0.278,0.308
195000,0.288,0.283,0.242,0.242,0.286,0.278,0.309
196000,0.289,0.283,0.242,0.242,0.287,0.279,0.309
197000,0.289,0.284,0.243,0.243,0.288,0.280,0.310
198000,0.290,0.284,0.243,0.243,0.288,0.281,0.311
199000,0.290,0.285,0.243,0.243,0.289,0.281,0.312
200000,0.291,0.285,0.243,0.243,0.289,0.282,0.312
201000,0.291,0.286,0.243,0.243,0.290,0.283,0.313
202000,0.292,0.286,0.244,0.244,0.291,0.283,0.314
203000,0.292,0.287,0.244,0.244,0.291,0.284,0.314
204000,0.293,0.287,0.244,0.244,0.292,0.285,0.315
205000,0.293,0.288,0.244,0.244,0.293,0.285,0.316
206000,0.293,0.288,0.244,0.244,0.293,0.286,0.316
207000,0.294,0.289,0.244,0.244,0.294,0.287,0.317
208000,0.294,0.289,0.245,0.245,0.295,0.287,0.318
209000,0.295,0.290,0.245,0.245,0.295,0.288,0.318
210000,0.295,0.290,0.245,0.245,0.296,0.289,0.319
211000,0.296,0.291,0.245,0.245,0.296,0.289,0.319
212000,0.296,0.291,0.245,0.245,0.297,0.290,0.320
213000,0.297,0.292,0.245,0.245,0.297,0.290,0.321
214000,0.297,0.292,0.246,0.246,0.298,0.291,0.321
215000,0.298,0.293,0.246,0.246,0.299,0.292,0.322
216000,0.298,0.293,0.246,0.246,0.299,0.292,0.322
217000,0.298,0.294,0.246,0.246,0.300,0.293,0.323
218000,0.299,0.294,0.246,0.246,0.300,0.293,0.324
219000,0.299,0.294,0.246,0.246,0.301,0.294,0.324
220000,0.300,0.295,0.247,0.247,0.301,0.295,0.325
221000,0.300,0.295,0.247,0.247,0.302,0.295,0.325
222000,0.300,0.296,0.247,0.247,0.302,0.296,0.326
223000,0.301,0.296,0.247,0.247,0.303,0.296,0.326
224000,0.301,0.297,0.247,0.247,0.303,0.297,0.327
225000,0.302,0.297,0.247,0.247,0.304,0.297,0.328
226000,0.302,0.297,0.247,0.247,0.305,0.298,0.328
227000,0.302,0.298,0.248,0.248,0.305,0.298,0.329
228000,0.303,0.298,0.248,0.248,0.306,0.299,0.329
229000,0.303,0.299,0.248,0.248,0.306,0.299,0.330
230000,0.304,0.299,0.248,0.248,0.307,0.300,0.330
231000,0.304,0.299,0.248,0.248,0.307,0.301,0.331
232000,0.304,0.300,0.248,0.248,0.307,0.301,0.331
233000,0.305,0.300,0.248,0.248,0.308,0.302,0.332
234000,0.305,0.301,0.249,0.249,0.308,0.302,0.332
235000,0.305,0.301,0.249,0.249,0.309,0.303,0.333
236000,0.306,0.301,0.249,0.249,0.309,0.303,0.333
237000,0.306,0.302,0.249,0.249,0.310,0.304,0.334
238000,0.306,0.302,0.249,0.249,0.310,0.304,0.334
239000,0.307,0.302,0.249,0.249,0.311,0.305,0.335
240000,0.307,0.303,0.249,0.249,0.311,0.305,0.335
241000,0.308,0.303,0.250,0.250,0.312,0.305,0.336
242000,0.308,0.304,0.250,0.250,0.312,0.306,0.336
243000,0.308,0.304,0.250,0.250,0.313,0.306,0.337
244000,0.309,0.304,0.250,0.250,0.313,0.307,0.337
245000,0.309,0.305,0.250,0.250,0.313,0.307,0.338
246000,0.309,0.305,0.250,0.250,0.314,0.308,0.338
247000,0.310,0.305,0.250,0.250,0.314,0.308,0.338
248000,0.310,0.306,0.250,0.250,0.315,0.309,0.339
249000,0.310,0.306,0.250,0.250,0.315,0.309,0.339
250000,0.310,0.306,0.251,0.251,0.316,0.310,0.340
251000,0.311,0.307,0.251,0.251,0.316,0.310,0.340
252000,0.311,0.307,0.251,0.251,0.316,0.311,0.341
253000,0.311,0.307,0.251,0.251,0.317,0.311,0.341
254000,0.312,0.308,0.251,0.251,0.317,0.312,0.342
255000,0.312,0.308,0.251,0.251,0.318,0.312,0.342
256000,0.312,0.308,0.251,0.251,0.318,0.313,0.342
257000,0.313,0.309,0.251,0.251,0.318,0.313,0.343
258000,0.313,0.309,0.252,0.252,0.319,0.314,0.343
259000,0.313,0.309,0.252,0.252,0.319,0.314,0.344
260000,0.314,0.310,0.252,0.252,0.320,0.315,0.344
261000,0.314,0.310,0.252,0.252,0.320,0.316,0.344
262000,0.314,0.310,0.252,0.252,0.320,0.316,0.345
263000,0.314,0.310,0.252,0.252,0.321,0.317,0.345
264000,0.315,0.311,0.252,0.252,0.321,0.317,0.346
265000,0.315,0.311,0.252,0.252,0.322,0.318,0.346
266000,0.315,0.311,0.252,0.252,0.322,0.318,0.346
267000,0.316,0.312,0.252,0.252,0.322,0.319,0.347
268000,0.316,0.312,0.253,0.253,0.323,0.319,0.347
269000,0.316,0.312,0.253,0.253,0.323,0.320,0.348
270000,0.316,0.313,0.253,0.253,0.323,0.320,0.348
271000,0.317,0.313,0.253,0.253,0.324,0.320,0.348
272000,0.317,0.313,0.253,0.253,0.324,0.321,0.349
273000,0.317,0.313,0.253,0.253,0.324,0.321,0.349
274000,0.317,0.314,0.253,0.253,0.325,0.322,0.349
275000,0.318,0.314,0.253,0.253,0.325,0.322,0.350
276000,0.318,0.314,0.253,0.253,0.325,0.323,0.350
277000,0.318,0.314,0.253,0.253,0.326,0.323,0.351
278000,0.318,0.315,0.254,0.254,0.326,0.324,0.351
279000,0.319,0.315,0.254,0.254,0.326,0.324,0.351
280000,0.319,0.315,0.254,0.254,0.327,0.325,0.352
281000,0.319,0.316,0.254,0.254,0.327,0.325,0.352
282000,0.320,0.316,0.254,0.254,0.327,0.326,0.352
283000,0.320,0.316,0.254,0.254,0.328,0.326,0.353
284000,0.320,0.316,0.254,0.254,0.328,0.326,0.353
285000,0.320,0.317,0.254,0.254,0.328,0.327,0.353
286000,0.320,0.317,0.254,0.254,0.329,0.327,0.354
287000,0.321,0.317,0.254,0.254,0.329,0.328,0.354
288000,0.321,0.317,0.254,0.254,0.329,0.328,0.354
289000,0.321,0.318,0.255,0.255,0.330,0.329,0.355
290000,0.321,0.318,0.255,0.255,0.330,0.329,0.355
291000,0.322,0.318,0.255,0.255,0.330,0.329,0.355
292000,0.322,0.318,0.255,0.255,0.331,0.330,0.356
293000,0.322,0.319,0.255,0.255,0.331,0.330,0.356
294000,0.322,0.319,0.255,0.255,0.331,0.331,0.356
295000,0.323,0.319,0.255,0.255,0.332,0.331,0.357
296000,0.323,0.319,0.255,0.255,0.332,0.331,0.357
297000,0.323,0.320,0.255,0.255,0.332,0.332,0.357
298000,0.323,0.320,0.255,0.255,0.332,0.332,0.358
299000,0.324,0.320,0.255,0.255,0.333,0.333,0.358
300000,0.324,0.320,0.256,0.256,0.333,0.333,0.358
301000,0.324,0.320,0.256,0.256,0.333,0.333,0.358
302000,0.324,0.321,0.256,0.256,0.334,0.334,0.359
303000,0.324,0.321,0.256,0.256,0.334,0.334,0.359
304000,0.325,0.321,0.256,0.256,0.335,0.335,0.359
305000,0.325,0.321,0.256,0.256,0.335,0.335,0.360
306000,0.325,0.322,0.256,0.256,0.336,0.335,0.360
307000,0.325,0.322,0.256,0.256,0.336,0.336,0.360
308000,0.325,0.322,0.256,0.256,0.337,0.336,0.361
309000,0.326,0.322,0.256,0.256,0.337,0.336,0.361
310000,0.326,0.323,0.256,0.256,0.338,0.337,0.361
311000,0.326,0.323,0.256,0.256,0.338,0.337,0.361
312000,0.326,0.323,0.256,0.256,0.339,0.338,0.362
313000,0.326,0.323,0.257,0.257,0.339,0.338,0.362
314000,0.327,0.323,0.257,0.257,0.340,0.338,0.362
315000,0.327,0.324,0.257,0.257,0.340,0.339,0.363
316000,0.327,0.324,0.257,0.257,0.340,0.339,0.363
317000,0.327,0.324,0.257,0.257,0.341,0.339,0.363
318000,0.327,0.324,0.257,0.257,0.341,0.340,0.363
319000,0.328,0.324,0.257,0.257,0.342,0.340,0.364
320000,0.328,0.325,0.257,0.257,0.342,0.340,0.364
321000,0.328,0.325,0.257,0.257,0.343,0.341,0.364
322000,0.328,0.325,0.257,0.257,0.343,0.341,0.364
323000,0.328,0.325,0.257,0.257,0.343,0.341,0.365
324000,0.329,0.325,0.257,0.257,0.344,0.342,0.365
325000,0.329,0.326,0.257,0.257,0.344,0.342,0.365
326000,0.329,0.326,0.257,0.257,0.345,0.342,0.365
327000,0.329,0.326,0.258,0.258,0.345,0.343,0.366
328000,0.329,0.326,0.258,0.258,0.346,0.343,0.366
329000,0.330,0.326,0.258,0.258,0.346,0.343,0.366
330000,0.330,0.327,0.258,0.258,0.346,0.344,0.367
331000,0.330,0.327,0.258,0.258,0.347,0.344,0.367
332000,0.330,0.327,0.258,0.258,0.347,0.344,0.367
333000,0.330,0.327,0.258,0.258,0.348,0.345,0.367
